OP_CARRIER_AIRLINE_ID,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,DEP_TIME_BUCKET,count,delayed_count,sum_positive_delay
19393,10140,10423,afternoon,867,457,13926.0
19393,10140,10423,evening,100,49,2186.0
19393,10140,10423,morning,1031,322,7624.0
19393,10140,10423,night,50,6,67.0
19393,10140,10800,afternoon,583,296,8303.0
19393,10140,10800,evening,125,82,3279.0
19393,10140,10800,morning,135,32,614.0
19393,10140,10821,afternoon,589,356,12353.0
19393,10140,10821,morning,555,139,3259.0
19393,10140,10821,night,18,5,130.0
19393,10140,11259,afternoon,2636,1266,42008.0
19393,10140,11259,evening,984,543,20163.0
19393,10140,11259,morning,3101,759,18427.0
19393,10140,11259,night,536,96,2210.0
19393,10140,11292,afternoon,2054,962,31692.0
19393,10140,11292,evening,890,391,14947.0
19393,10140,11292,morning,2272,543,12886.0
19393,10140,11292,night,641,89,1670.0
19393,10140,12191,afternoon,1772,714,20943.0
19393,10140,12191,evening,65,27,1359.0
19393,10140,12191,morning,1932,507,10200.0
19393,10140,12191,night,356,72,749.0
19393,10140,12889,afternoon,1987,926,30944.0
19393,10140,12889,evening,1469,755,30601.0
19393,10140,12889,morning,2217,540,14857.0
19393,10140,12889,night,375,34,871.0
19393,10140,12892,afternoon,945,439,12881.0
19393,10140,12892,evening,524,292,8419.0
19393,10140,12892,morning,703,212,4221.0
19393,10140,12892,night,73,11,138.0
19393,10140,12954,afternoon,191,80,2070.0
19393,10140,12954,evening,7,4,55.0
19393,10140,12954,morning,125,38,519.0
19393,10140,13198,afternoon,562,272,6691.0
19393,10140,13198,evening,20,15,961.0
19393,10140,13198,morning,311,88,2221.0
19393,10140,13204,afternoon,52,39,1176.0
19393,10140,13204,morning,58,31,1071.0
19393,10140,13232,afternoon,936,456,13101.0
19393,10140,13232,morning,1248,313,7088.0
19393,10140,13232,night,71,23,476.0
19393,10140,13796,afternoon,256,114,2849.0
19393,10140,13796,evening,359,139,4045.0
19393,10140,13796,morning,1263,243,6203.0
19393,10140,13796,night,158,23,475.0
19393,10140,14057,afternoon,17,8,216.0
19393,10140,14057,morning,83,10,103.0
19393,10140,14107,afternoon,2218,1002,27435.0
19393,10140,14107,evening,1849,1060,37237.0
19393,10140,14107,morning,3039,829,18977.0
19393,10140,14107,night,278,28,863.0
19393,10140,14679,afternoon,854,432,12079.0
19393,10140,14679,evening,289,142,4698.0
19393,10140,14679,morning,1024,264,6359.0
19393,10140,14683,afternoon,39,26,637.0
19393,10140,14683,morning,22,7,131.0
19393,10140,14831,afternoon,22,9,210.0
19393,10140,14831,morning,64,15,262.0
19393,10140,14908,afternoon,25,7,110.0
19393,10140,14908,morning,9,3,59.0
19393,10257,10821,afternoon,3517,1255,38683.0
19393,10257,10821,evening,502,212,8720.0
19393,10257,10821,morning,2740,470,11210.0
19393,10257,10821,night,762,110,3581.0
19393,10257,11278,afternoon,55,22,400.0
19393,10257,11292,afternoon,202,93,2973.0
19393,10257,11292,evening,304,149,4541.0
19393,10257,11292,morning,255,82,2452.0
19393,10257,11292,night,5,2,10.0
19393,10257,11697,afternoon,93,32,1575.0
19393,10257,11697,evening,5,0,0.0
19393,10257,11697,morning,249,59,1197.0
19393,10257,11697,night,10,4,76.0
19393,10257,12889,afternoon,41,24,940.0
19393,10257,12889,morning,1,1,21.0
19393,10257,13204,afternoon,1246,564,21992.0
19393,10257,13204,evening,132,65,2990.0
19393,10257,13204,morning,1136,264,9072.0
19393,10257,13204,night,118,20,856.0
19393,10257,13232,afternoon,742,314,8978.0
19393,10257,13232,evening,985,467,19854.0
19393,10257,13232,morning,982,193,5601.0
19393,10257,13232,night,406,58,1440.0
19393,10257,14635,afternoon,17,2,68.0
19393,10257,14635,evening,8,4,54.0
19393,10257,14635,morning,10,5,452.0
19393,10257,14635,night,19,5,46.0
19393,10257,15304,afternoon,625,282,11296.0
19393,10257,15304,evening,31,13,396.0
19393,10257,15304,morning,277,76,2682.0
19393,10257,15304,night,60,12,314.0
19393,10279,10423,afternoon,197,70,2138.0
19393,10279,10423,morning,539,83,1733.0
19393,10279,11259,afternoon,1896,735,26339.0
19393,10279,11259,evening,1095,382,13849.0
19393,10279,11259,morning,2375,391,10496.0
19393,10279,11259,night,386,53,1696.0
19393,10279,11292,afternoon,413,159,7083.0
19393,10279,11292,evening,130,47,2142.0
19393,10279,11292,morning,30,4,91.0
19393,10279,12191,afternoon,38,7,184.0
19393,10279,12191,morning,3,0,0.0
19393,10279,12889,afternoon,1361,550,20426.0
19393,10279,12889,evening,20,8,212.0
19393,10279,12889,morning,358,73,1747.0
19393,10397,10423,afternoon,1408,616,16732.0
19393,10397,10423,evening,1313,763,26592.0
19393,10397,10423,morning,2060,520,10679.0
19393,10397,10693,afternoon,1388,492,13863.0
19393,10397,10693,evening,1127,534,17500.0
19393,10397,10693,morning,1482,275,5603.0
19393,10397,10721,afternoon,276,118,4531.0
19393,10397,10721,evening,363,190,7153.0
19393,10397,10721,morning,261,61,1519.0
19393,10397,10821,afternoon,2397,1010,30267.0
19393,10397,10821,evening,2747,1572,59567.0
19393,10397,10821,morning,3610,957,20466.0
19393,10397,10821,night,15,3,42.0
19393,10397,11042,afternoon,671,274,7244.0
19393,10397,11042,evening,333,189,5714.0
19393,10397,11042,morning,901,240,4349.0
19393,10397,11066,afternoon,849,287,6768.0
19393,10397,11066,evening,1243,749,28462.0
19393,10397,11066,morning,1401,363,7085.0
19393,10397,11259,afternoon,2362,1075,32536.0
19393,10397,11259,evening,2221,1265,48940.0
19393,10397,11259,morning,3330,875,17538.0
19393,10397,11259,night,5,1,16.0
19393,10397,11278,afternoon,1652,676,22970.0
19393,10397,11278,evening,1555,897,33700.0
19393,10397,11278,morning,2711,661,17193.0
19393,10397,11292,afternoon,2071,930,28093.0
19393,10397,11292,evening,1605,935,34593.0
19393,10397,11292,morning,2908,899,19082.0
19393,10397,11292,night,20,7,114.0
19393,10397,11433,afternoon,304,143,3865.0
19393,10397,11433,evening,369,201,5380.0
19393,10397,11433,morning,351,108,1801.0
19393,10397,11481,afternoon,190,63,1708.0
19393,10397,11481,evening,4,2,82.0
19393,10397,11481,morning,190,57,1584.0
19393,10397,11697,afternoon,1910,801,26212.0
19393,10397,11697,evening,1754,975,35608.0
19393,10397,11697,morning,2545,702,16083.0
19393,10397,11697,night,9,2,38.0
19393,10397,11996,afternoon,759,265,7051.0
19393,10397,11996,evening,1541,899,31625.0
19393,10397,11996,morning,1525,340,6744.0
19393,10397,12191,afternoon,2084,859,24103.0
19393,10397,12191,evening,2628,1388,50619.0
19393,10397,12191,morning,3328,893,17826.0
19393,10397,12264,afternoon,598,191,6369.0
19393,10397,12264,evening,203,75,2051.0
19393,10397,12264,morning,1186,293,6513.0
19393,10397,12339,afternoon,986,373,11062.0
19393,10397,12339,evening,1498,832,30625.0
19393,10397,12339,morning,1609,366,8172.0
19393,10397,12448,afternoon,821,224,7191.0
19393,10397,12448,evening,938,498,20690.0
19393,10397,12448,morning,1066,219,5111.0
19393,10397,12451,afternoon,701,222,6170.0
19393,10397,12451,evening,1339,857,32245.0
19393,10397,12451,morning,1536,447,11261.0
19393,10397,12889,afternoon,875,365,9770.0
19393,10397,12889,evening,960,548,20546.0
19393,10397,12889,morning,1626,455,9254.0
19393,10397,12889,night,9,1,4.0
19393,10397,12892,afternoon,424,185,6640.0
19393,10397,12892,evening,343,189,5027.0
19393,10397,12892,morning,480,182,4769.0
19393,10397,12953,afternoon,1918,978,37209.0
19393,10397,12953,evening,1647,877,35500.0
19393,10397,12953,morning,2740,659,17533.0
19393,10397,12953,night,173,25,381.0
19393,10397,12992,afternoon,594,148,4197.0
19393,10397,12992,evening,40,28,756.0
19393,10397,12992,morning,495,147,2935.0
19393,10397,13198,afternoon,1046,386,11089.0
19393,10397,13198,evening,1487,849,30339.0
19393,10397,13198,morning,1625,420,8691.0
19393,10397,13198,night,40,6,153.0
19393,10397,13204,afternoon,2112,903,36353.0
19393,10397,13204,evening,2616,1459,51715.0
19393,10397,13204,morning,3185,914,22281.0
19393,10397,13204,night,104,25,309.0
19393,10397,13232,afternoon,2642,1153,32499.0
19393,10397,13232,evening,2503,1438,51513.0
19393,10397,13232,morning,3223,923,23103.0
19393,10397,13232,night,99,16,248.0
19393,10397,13244,afternoon,347,91,2165.0
19393,10397,13244,evening,1019,613,24440.0
19393,10397,13244,morning,989,225,5205.0
19393,10397,13303,afternoon,465,215,6762.0
19393,10397,13303,evening,950,580,19657.0
19393,10397,13303,morning,1172,491,13055.0
19393,10397,13342,afternoon,448,177,5438.0
19393,10397,13342,evening,690,403,14051.0
19393,10397,13342,morning,1000,219,5652.0
19393,10397,13487,afternoon,159,66,1812.0
19393,10397,13487,evening,239,123,3865.0
19393,10397,13487,morning,292,81,1409.0
19393,10397,13495,afternoon,1510,681,19544.0
19393,10397,13495,evening,1407,834,30977.0
19393,10397,13495,morning,1754,496,12611.0
19393,10397,13577,afternoon,119,67,2404.0
19393,10397,13577,evening,140,88,2876.0
19393,10397,13577,morning,180,50,974.0
19393,10397,13796,afternoon,499,200,4970.0
19393,10397,13796,evening,40,26,499.0
19393,10397,13796,morning,28,16,409.0
19393,10397,13851,afternoon,431,170,4772.0
19393,10397,13851,evening,223,127,4589.0
19393,10397,13851,morning,595,176,2807.0
19393,10397,13871,afternoon,316,91,2850.0
19393,10397,13871,evening,217,127,5175.0
19393,10397,13871,morning,776,197,4354.0
19393,10397,14027,afternoon,602,241,7471.0
19393,10397,14027,evening,586,335,11938.0
19393,10397,14027,morning,927,342,9423.0
19393,10397,14100,afternoon,632,287,9752.0
19393,10397,14100,evening,1003,584,19562.0
19393,10397,14100,morning,1198,292,6508.0
19393,10397,14107,afternoon,461,216,6094.0
19393,10397,14107,evening,687,424,16092.0
19393,10397,14107,morning,1607,467,9514.0
19393,10397,14122,afternoon,562,223,6200.0
19393,10397,14122,evening,670,382,15260.0
19393,10397,14122,morning,1118,221,3956.0
19393,10397,14193,afternoon,150,44,1348.0
19393,10397,14193,morning,231,64,1411.0
19393,10397,14492,afternoon,746,302,7745.0
19393,10397,14492,evening,1507,934,31936.0
19393,10397,14492,morning,1558,389,9377.0
19393,10397,14524,afternoon,1010,331,8190.0
19393,10397,14524,evening,1537,979,31949.0
19393,10397,14524,morning,1603,450,9177.0
19393,10397,14635,afternoon,466,148,3795.0
19393,10397,14635,evening,1284,716,26311.0
19393,10397,14635,morning,1115,339,8803.0
19393,10397,14679,afternoon,325,145,4057.0
19393,10397,14679,evening,80,35,915.0
19393,10397,14679,morning,404,107,2302.0
19393,10397,14683,afternoon,502,235,6810.0
19393,10397,14683,evening,1098,601,23381.0
19393,10397,14683,morning,1329,375,7811.0
19393,10397,14730,afternoon,358,117,4003.0
19393,10397,14730,evening,641,374,13695.0
19393,10397,14730,morning,838,162,4138.0
19393,10397,14986,afternoon,94,24,509.0
19393,10397,14986,evening,700,396,11671.0
19393,10397,14986,morning,1039,313,8475.0
19393,10397,15016,afternoon,1696,636,16352.0
19393,10397,15016,evening,1549,841,29291.0
19393,10397,15016,morning,2005,552,12621.0
19393,10397,15304,afternoon,2116,889,30099.0
19393,10397,15304,evening,2174,1328,46969.0
19393,10397,15304,morning,2993,780,20070.0
19393,10397,15304,night,9,1,29.0
19393,10423,10140,afternoon,1040,484,11955.0
19393,10423,10140,evening,333,162,5342.0
19393,10423,10140,morning,679,161,3471.0
19393,10423,10279,afternoon,195,90,2515.0
19393,10423,10279,evening,524,251,8105.0
19393,10423,10279,morning,27,4,144.0
19393,10423,10397,afternoon,1976,974,29717.0
19393,10423,10397,evening,905,453,15970.0
19393,10423,10397,morning,1704,308,7754.0
19393,10423,10397,night,209,35,639.0
19393,10423,10693,afternoon,2501,1120,31269.0
19393,10423,10693,evening,1869,851,32220.0
19393,10423,10693,morning,2655,529,11064.0
19393,10423,10693,night,53,4,35.0
19393,10423,10721,afternoon,85,34,1758.0
19393,10423,10721,evening,39,18,952.0
19393,10423,10721,morning,251,74,1913.0
19393,10423,10800,afternoon,957,525,12917.0
19393,10423,10800,evening,133,90,3938.0
19393,10423,10800,morning,114,37,874.0
19393,10423,10821,afternoon,1997,972,27983.0
19393,10423,10821,evening,626,293,10520.0
19393,10423,10821,morning,1191,293,5511.0
19393,10423,10821,night,1146,223,3758.0
19393,10423,10994,afternoon,450,233,6150.0
19393,10423,10994,morning,26,5,170.0
19393,10423,11066,afternoon,454,228,5709.0
19393,10423,11066,evening,7,4,181.0
19393,10423,11066,morning,411,125,2171.0
19393,10423,11259,afternoon,4344,1786,53815.0
19393,10423,11259,evening,3582,1751,67839.0
19393,10423,11259,morning,4625,880,24045.0
19393,10423,11259,night,394,24,394.0
19393,10423,11278,afternoon,1504,638,14118.0
19393,10423,11278,morning,87,27,472.0
19393,10423,11292,afternoon,3113,1299,39151.0
19393,10423,11292,evening,2879,1496,57021.0
19393,10423,11292,morning,3478,928,19585.0
19393,10423,11292,night,648,119,1690.0
19393,10423,11481,afternoon,303,158,3854.0
19393,10423,11481,morning,165,71,1530.0
19393,10423,11540,afternoon,1327,661,18589.0
19393,10423,11540,evening,1285,740,29010.0
19393,10423,11540,morning,1302,304,6679.0
19393,10423,11540,night,41,5,23.0
19393,10423,11618,afternoon,73,53,3227.0
19393,10423,11618,evening,191,111,5975.0
19393,10423,11618,morning,304,70,1886.0
19393,10423,11618,night,13,0,0.0
19393,10423,11697,afternoon,1199,611,20250.0
19393,10423,11697,evening,195,111,3809.0
19393,10423,11697,morning,1290,292,6464.0
19393,10423,11697,night,15,3,28.0
19393,10423,12191,afternoon,2885,1517,44641.0
19393,10423,12191,evening,1744,1022,34003.0
19393,10423,12191,morning,3200,861,16405.0
19393,10423,12191,night,8,0,0.0
19393,10423,12206,afternoon,1148,498,12754.0
19393,10423,12206,evening,135,84,2954.0
19393,10423,12206,morning,769,116,3025.0
19393,10423,12339,afternoon,1020,494,14131.0
19393,10423,12339,evening,205,122,4789.0
19393,10423,12339,morning,278,95,2020.0
19393,10423,12451,afternoon,9,4,126.0
19393,10423,12889,afternoon,2244,1166,37159.0
19393,10423,12889,evening,2196,1252,43546.0
19393,10423,12889,morning,2536,668,13550.0
19393,10423,12889,night,334,75,1567.0
19393,10423,12892,afternoon,1276,631,19285.0
19393,10423,12892,evening,1488,874,30231.0
19393,10423,12892,morning,1325,385,6026.0
19393,10423,12892,night,275,59,902.0
19393,10423,12896,afternoon,425,155,3966.0
19393,10423,12896,evening,763,438,17201.0
19393,10423,12896,morning,114,41,812.0
19393,10423,12954,afternoon,746,352,10559.0
19393,10423,12954,evening,496,301,7794.0
19393,10423,12954,morning,779,252,5667.0
19393,10423,13158,afternoon,329,128,3494.0
19393,10423,13158,evening,373,232,8103.0
19393,10423,13158,morning,62,16,284.0
19393,10423,13198,afternoon,1284,561,16590.0
19393,10423,13198,evening,567,337,13039.0
19393,10423,13198,morning,677,151,3081.0
19393,10423,13204,afternoon,2000,1157,42064.0
19393,10423,13204,evening,1381,775,31385.0
19393,10423,13204,morning,1883,567,14192.0
19393,10423,13204,night,535,117,2445.0
19393,10423,13232,afternoon,1756,803,21836.0
19393,10423,13232,evening,1857,979,34761.0
19393,10423,13232,morning,2200,631,11083.0
19393,10423,13232,night,558,145,2602.0
19393,10423,13303,afternoon,946,479,17515.0
19393,10423,13303,evening,17,9,191.0
19393,10423,13303,morning,133,52,1299.0
19393,10423,13487,afternoon,762,351,9293.0
19393,10423,13487,evening,49,27,1207.0
19393,10423,13487,morning,213,91,2148.0
19393,10423,13495,afternoon,1967,976,29314.0
19393,10423,13495,evening,1230,637,24357.0
19393,10423,13495,morning,1400,351,7959.0
19393,10423,13495,night,261,27,916.0
19393,10423,13502,morning,18,6,65.0
19393,10423,13796,afternoon,1104,532,16734.0
19393,10423,13796,evening,282,124,4148.0
19393,10423,13796,morning,260,94,2276.0
19393,10423,13851,afternoon,608,233,4753.0
19393,10423,13851,evening,12,8,211.0
19393,10423,13851,morning,354,74,2249.0
19393,10423,13891,afternoon,752,435,10780.0
19393,10423,13891,evening,86,66,2602.0
19393,10423,13891,morning,49,20,403.0
19393,10423,13930,afternoon,595,374,14303.0
19393,10423,13930,evening,118,73,4366.0
19393,10423,13930,morning,932,290,7823.0
19393,10423,14057,afternoon,9,2,195.0
19393,10423,14057,morning,43,10,128.0
19393,10423,14107,afternoon,2614,1215,34444.0
19393,10423,14107,evening,2284,1319,47009.0
19393,10423,14107,morning,2773,666,13524.0
19393,10423,14107,night,208,18,364.0
19393,10423,14122,afternoon,274,143,4266.0
19393,10423,14122,morning,74,33,600.0
19393,10423,14193,afternoon,34,14,457.0
19393,10423,14193,evening,9,4,162.0
19393,10423,14193,morning,13,4,117.0
19393,10423,14492,afternoon,1011,602,17981.0
19393,10423,14492,evening,31,14,880.0
19393,10423,14492,morning,56,17,224.0
19393,10423,14679,afternoon,1431,772,23805.0
19393,10423,14679,evening,1640,926,30598.0
19393,10423,14679,morning,1793,549,9847.0
19393,10423,14679,night,72,8,62.0
19393,10423,14730,morning,2,1,13.0
19393,10423,14747,morning,4,1,6.0
19393,10423,14771,afternoon,194,75,2375.0
19393,10423,14771,evening,60,22,488.0
19393,10423,14771,morning,9,3,367.0
19393,10423,14831,afternoon,1123,593,14379.0
19393,10423,14831,evening,1189,726,25078.0
19393,10423,14831,morning,1470,393,8088.0
19393,10423,14831,night,236,49,707.0
19393,10423,14843,morning,22,8,333.0
19393,10423,14869,afternoon,819,467,12708.0
19393,10423,14869,evening,30,19,916.0
19393,10423,14869,morning,337,172,3764.0
19393,10423,14893,afternoon,700,386,12239.0
19393,10423,14893,evening,480,294,12450.0
19393,10423,14893,morning,450,152,3639.0
19393,10423,14908,afternoon,724,453,14111.0
19393,10423,14908,evening,248,175,5545.0
19393,10423,14908,morning,256,129,2523.0
19393,10423,14986,afternoon,24,15,854.0
19393,10423,14986,morning,5,4,238.0
19393,10423,15016,afternoon,1720,804,19399.0
19393,10423,15016,evening,168,72,2660.0
19393,10423,15016,morning,990,260,4412.0
19393,10423,15016,night,835,131,2009.0
19393,10423,15304,afternoon,928,496,15901.0
19393,10423,15304,evening,981,528,19621.0
19393,10423,15304,morning,1149,369,10403.0
19393,10423,15304,night,47,5,416.0
19393,10423,15370,afternoon,787,349,8639.0
19393,10423,15370,evening,1,1,16.0
19393,10423,15370,morning,77,28,819.0
19393,10423,15624,afternoon,20,9,365.0
19393,10423,15624,morning,48,26,570.0
19393,10529,10693,afternoon,804,304,10120.0
19393,10529,10693,evening,203,73,2087.0
19393,10529,10693,morning,132,32,819.0
19393,10529,10693,night,16,2,7.0
19393,10529,10821,afternoon,3307,1318,39763.0
19393,10529,10821,evening,856,383,16011.0
19393,10529,10821,morning,3173,635,16371.0
19393,10529,10821,night,561,70,2190.0
19393,10529,11292,afternoon,187,118,3639.0
19393,10529,11292,evening,112,57,1676.0
19393,10529,11292,morning,582,130,2648.0
19393,10529,11292,night,13,4,75.0
19393,10529,11697,afternoon,122,57,1730.0
19393,10529,11697,evening,26,6,711.0
19393,10529,11697,morning,320,74,1296.0
19393,10529,11697,night,30,2,12.0
19393,10529,12889,afternoon,121,36,1348.0
19393,10529,12889,evening,2,0,0.0
19393,10529,12889,morning,105,31,466.0
19393,10529,13204,afternoon,1389,673,25611.0
19393,10529,13204,evening,323,178,9493.0
19393,10529,13204,morning,1221,310,8323.0
19393,10529,13204,night,221,53,1152.0
19393,10529,13232,afternoon,761,323,9720.0
19393,10529,13232,evening,886,460,17447.0
19393,10529,13232,morning,1066,224,4351.0
19393,10529,13232,night,562,119,3251.0
19393,10529,14027,afternoon,5,3,39.0
19393,10529,14635,afternoon,218,69,3312.0
19393,10529,14635,evening,6,5,307.0
19393,10529,14635,morning,201,65,2557.0
19393,10529,14635,night,15,7,102.0
19393,10529,15016,afternoon,37,9,119.0
19393,10529,15016,morning,181,41,1030.0
19393,10529,15304,afternoon,1196,606,21123.0
19393,10529,15304,evening,260,145,6319.0
19393,10529,15304,morning,475,111,2433.0
19393,10529,15304,night,81,16,617.0
19393,10599,10821,afternoon,597,268,7395.0
19393,10599,10821,evening,123,66,2284.0
19393,10599,10821,morning,609,123,3070.0
19393,10599,10821,night,39,4,45.0
19393,10599,11259,afternoon,1291,610,20893.0
19393,10599,11259,evening,537,324,15666.0
19393,10599,11259,morning,1452,357,9017.0
19393,10599,11259,night,214,33,611.0
19393,10599,11292,afternoon,503,245,8003.0
19393,10599,11292,evening,198,135,5455.0
19393,10599,11292,morning,455,138,3892.0
19393,10599,11292,night,142,24,724.0
19393,10599,11697,afternoon,4,0,0.0
19393,10599,11697,evening,1,0,0.0
19393,10599,11697,morning,2,0,0.0
19393,10599,12191,afternoon,331,152,4391.0
19393,10599,12191,evening,792,418,13168.0
19393,10599,12191,morning,367,91,2697.0
19393,10599,12191,night,799,133,3583.0
19393,10599,12889,afternoon,533,235,6796.0
19393,10599,12889,evening,9,4,109.0
19393,10599,12889,morning,600,178,4175.0
19393,10599,13204,afternoon,1311,740,30868.0
19393,10599,13204,evening,144,90,5398.0
19393,10599,13204,morning,1367,355,10218.0
19393,10599,13204,night,121,19,525.0
19393,10599,13232,afternoon,1203,596,20593.0
19393,10599,13232,evening,376,182,6341.0
19393,10599,13232,morning,856,200,5062.0
19393,10599,13232,night,256,38,1100.0
19393,10599,15304,afternoon,931,460,15758.0
19393,10599,15304,evening,109,54,1677.0
19393,10599,15304,morning,1005,317,8742.0
19393,10599,15304,night,10,1,21.0
19393,10666,11292,afternoon,34,19,363.0
19393,10666,11292,morning,38,24,743.0
19393,10666,11292,night,9,1,5.0
19393,10666,12889,afternoon,853,412,10319.0
19393,10666,12889,morning,212,40,1472.0
19393,10666,13796,afternoon,852,407,13848.0
19393,10666,13796,morning,129,26,833.0
19393,10666,13796,night,594,129,4800.0
19393,10693,10397,afternoon,1270,456,14549.0
19393,10693,10397,evening,1233,566,19360.0
19393,10693,10397,morning,1261,296,6785.0
19393,10693,10397,night,223,29,617.0
19393,10693,10423,afternoon,2443,1002,27903.0
19393,10693,10423,evening,1864,964,30528.0
19393,10693,10423,morning,2319,577,11642.0
19393,10693,10423,night,438,43,1330.0
19393,10693,10529,afternoon,608,242,6059.0
19393,10693,10529,evening,39,18,720.0
19393,10693,10529,morning,524,182,3343.0
19393,10693,10721,afternoon,803,428,15756.0
19393,10693,10721,evening,1522,751,24504.0
19393,10693,10721,morning,1535,440,8902.0
19393,10693,10792,afternoon,45,7,79.0
19393,10693,10792,evening,55,28,974.0
19393,10693,10792,morning,52,12,348.0
19393,10693,10800,afternoon,614,308,8951.0
19393,10693,10800,evening,108,63,2412.0
19393,10693,10800,morning,127,28,505.0
19393,10693,10821,afternoon,2605,1075,30088.0
19393,10693,10821,evening,2368,1193,39662.0
19393,10693,10821,morning,2691,596,11588.0
19393,10693,10821,night,664,103,2868.0
19393,10693,10849,afternoon,9,2,22.0
19393,10693,10994,afternoon,645,252,6827.0
19393,10693,10994,evening,949,495,18625.0
19393,10693,10994,morning,1531,430,8779.0
19393,10693,11042,afternoon,625,262,5718.0
19393,10693,11042,evening,1526,842,26137.0
19393,10693,11042,morning,1439,439,8583.0
19393,10693,11057,afternoon,788,329,10431.0
19393,10693,11057,evening,546,257,9619.0
19393,10693,11057,morning,1005,384,7016.0
19393,10693,11066,afternoon,530,226,5399.0
19393,10693,11066,evening,1229,635,21337.0
19393,10693,11066,morning,1407,346,6543.0
19393,10693,11193,afternoon,85,50,829.0
19393,10693,11193,morning,4,2,25.0
19393,10693,11259,afternoon,3003,1362,41990.0
19393,10693,11259,evening,2469,1360,49842.0
19393,10693,11259,morning,3142,774,18154.0
19393,10693,11259,night,376,56,1402.0
19393,10693,11278,afternoon,1762,801,21893.0
19393,10693,11278,evening,1606,847,31812.0
19393,10693,11278,morning,2547,693,13226.0
19393,10693,11278,night,121,9,239.0
19393,10693,11292,afternoon,2942,1311,42914.0
19393,10693,11292,evening,2405,1205,41037.0
19393,10693,11292,morning,2794,854,16960.0
19393,10693,11292,night,966,145,1892.0
19393,10693,11433,afternoon,552,253,6548.0
19393,10693,11433,evening,1428,790,26586.0
19393,10693,11433,morning,1400,473,8169.0
19393,10693,11481,afternoon,1135,504,13498.0
19393,10693,11481,evening,1431,817,28619.0
19393,10693,11481,morning,1801,493,10054.0
19393,10693,11697,afternoon,1774,825,27302.0
19393,10693,11697,evening,1508,676,24037.0
19393,10693,11697,morning,2217,449,9908.0
19393,10693,11697,night,167,29,300.0
19393,10693,11986,afternoon,21,7,140.0
19393,10693,11996,afternoon,89,39,1044.0
19393,10693,12094,morning,32,15,227.0
19393,10693,12191,afternoon,1974,733,20842.0
19393,10693,12191,evening,2203,1048,36636.0
19393,10693,12191,morning,1839,404,8341.0
19393,10693,12191,night,1082,158,3301.0
19393,10693,12266,afternoon,924,338,11407.0
19393,10693,12266,evening,1010,469,16652.0
19393,10693,12266,morning,1075,227,5462.0
19393,10693,12391,afternoon,132,36,809.0
19393,10693,12391,evening,28,20,579.0
19393,10693,12391,morning,437,140,2445.0
19393,10693,12451,afternoon,951,417,10167.0
19393,10693,12451,evening,1374,719,23341.0
19393,10693,12451,morning,1597,423,8057.0
19393,10693,12889,afternoon,1745,764,21968.0
19393,10693,12889,evening,1446,769,27495.0
19393,10693,12889,morning,1963,511,10244.0
19393,10693,12889,night,403,59,798.0
19393,10693,12892,afternoon,956,376,10371.0
19393,10693,12892,evening,1083,580,19478.0
19393,10693,12892,morning,1319,400,7635.0
19393,10693,12892,night,68,12,132.0
19393,10693,12953,afternoon,1889,1021,36140.0
19393,10693,12953,evening,1193,567,19003.0
19393,10693,12953,morning,2248,602,16124.0
19393,10693,12953,night,511,62,1741.0
19393,10693,12954,afternoon,598,282,6982.0
19393,10693,12954,evening,6,1,5.0
19393,10693,12954,morning,53,26,488.0
19393,10693,13198,afternoon,1899,771,22068.0
19393,10693,13198,evening,1569,822,27392.0
19393,10693,13198,morning,1802,398,7742.0
19393,10693,13198,night,13,5,23.0
19393,10693,13204,afternoon,3041,1289,44610.0
19393,10693,13204,evening,2200,1156,41150.0
19393,10693,13204,morning,2809,739,19280.0
19393,10693,13204,night,730,114,2579.0
19393,10693,13232,afternoon,2960,1027,27240.0
19393,10693,13232,evening,2821,1377,47736.0
19393,10693,13232,morning,3072,604,14816.0
19393,10693,13232,night,426,48,758.0
19393,10693,13303,afternoon,680,286,10857.0
19393,10693,13303,evening,581,285,11579.0
19393,10693,13303,morning,1016,289,8538.0
19393,10693,13342,afternoon,529,172,4532.0
19393,10693,13342,evening,1522,717,25824.0
19393,10693,13342,morning,1447,368,7690.0
19393,10693,13487,afternoon,765,266,7459.0
19393,10693,13487,evening,502,250,9779.0
19393,10693,13487,morning,391,82,1834.0
19393,10693,13495,afternoon,1612,719,20896.0
19393,10693,13495,evening,1527,772,25259.0
19393,10693,13495,morning,1901,474,10140.0
19393,10693,13577,afternoon,785,375,10608.0
19393,10693,13577,evening,272,124,5223.0
19393,10693,13577,morning,1053,309,5712.0
19393,10693,13796,afternoon,536,248,8769.0
19393,10693,13796,evening,193,112,5279.0
19393,10693,13796,morning,435,123,2417.0
19393,10693,13851,afternoon,255,100,2345.0
19393,10693,13851,evening,6,3,78.0
19393,10693,13851,morning,100,22,519.0
19393,10693,13871,afternoon,142,42,954.0
19393,10693,13871,evening,9,4,206.0
19393,10693,13871,morning,81,15,311.0
19393,10693,13891,afternoon,60,41,663.0
19393,10693,13891,morning,29,11,189.0
19393,10693,13930,afternoon,1507,849,27492.0
19393,10693,13930,evening,567,339,12746.0
19393,10693,13930,morning,1794,532,11310.0
19393,10693,13930,night,99,13,373.0
19393,10693,13931,afternoon,752,312,7349.0
19393,10693,13931,evening,30,22,652.0
19393,10693,13931,morning,594,211,4114.0
