OP_CARRIER_AIRLINE_ID,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,DEP_TIME_BUCKET,p,lambda
,12888,,,0.3082784897817804,0.014892406545965664
,12889,,,0.4169482115159105,0.02739165095916617
,12891,,,0.33094450569643513,0.01963820344786226
,12892,,,0.33981329926746545,0.027968240464075197
,12896,,,0.3230410626476787,0.021500646060729708
,12898,,,0.2826356205102799,0.021010956633827457
,12899,,,0.28396739130434784,0.016673979815708645
,12902,,,0.2601218201361519,0.017026266416510318
,12915,,,0.2711451444483119,0.0184927279345435
,12917,,,0.4896455595380327,0.017806969266865567
,12945,,,0.30624972930832867,0.020603597106580128
,12951,,,0.30925640793406395,0.0193655781031999
,12953,,,0.30953013395137585,0.019791517257269475
,12954,,,0.3425986305836322,0.03322709131850337
,12982,,,0.34854623450905625,0.03899434581985612
,12992,,,0.3409076412807756,0.023166052452216427
,13029,,,0.34046519166869277,0.017937506938454837
,13034,,,0.45434098065677014,0.025040287591421843
,13061,,,0.2862299223966793,0.016656427059867567
,13076,,,0.24276763098253565,0.01810931222403437
,13121,,,0.29566648381788263,0.011331861662987492
,13127,,,0.2710468153506128,0.022816453555239834
,13139,,,0.26914016489988224,0.022390326595004558
,13158,,,0.3139861927895679,0.022315911899396672
,13184,,,0.2800672003162368,0.018462059620596206
,13198,,,0.3237995566506814,0.026756112779458288
,13204,,,0.4183238320126282,0.02214781274332119
,13211,,,0.2451646628332462,0.011116114811215662
,13230,,,0.28563085476674377,0.020076285616237047
,13232,,,0.443398809023665,0.03024940578486509
,13241,,,0.2852441031267142,0.012495194156093811
,13244,,,0.33526573593351555,0.021963111587028603
,13256,,,0.32238211202125305,0.017904567988668556
,13264,,,0.2992672148570789,0.023804809461410625
,13277,,,0.3259437845466306,0.020966271649954422
,13290,,,0.26832018038331457,0.016575114693874
,13296,,,0.2848510548075904,0.022846648145038378
,13303,,,0.41035243198234045,0.02192477007439947
,13342,,,0.3116309929037097,0.022894733077569868
,13344,,,0.24148606811145512,0.01580867450344548
,13347,,,0.472715318869165,0.027115703726052195
,13360,,,0.24729872451052076,0.02295037471538218
,13367,,,0.2862181693048864,0.017843878133874676
,13377,,,0.2861928474422816,0.02075100111599816
,13388,,,0.45482866043613707,0.019918144611186902
,13422,,,0.3231095293317871,0.021392866220452427
,13433,,,0.2854362359312854,0.01695716217642889
,13459,,,0.320603746135661,0.014538887193739124
,13476,,,0.32277424068468846,0.019957406989125875
,13485,,,0.2812452337778983,0.018903406508667477
,13486,,,0.35208704406412145,0.023172841928751093
,13487,,,0.2965943284034767,0.025766606573290805
,13495,,,0.36036187039887785,0.024740963043606637
,13502,,,0.3445990239638721,0.02003837405812018
,13541,,,0.418018018018018,0.015247108307045216
,13577,,,0.30157144665944485,0.02093230592258484
,13795,,,0.25833021340321977,0.020940692317497313
,13796,,,0.36774473000288765,0.03619712227445393
,13830,,,0.38881900875887776,0.03797799306589794
,13832,,,0.2828649138712602,0.010863509749303621
,13851,,,0.31806577422728,0.02407730295412811
,13871,,,0.3165010191381518,0.024717261936205475
,13873,,,0.288130185067007,0.03771299699298363
,13891,,,0.32925299337675035,0.027874855619759262
,13930,,,0.37257528909464677,0.022968133677669082
,13931,,,0.322055809855783,0.020398409177616157
,13933,,,0.3973839351510685,0.015997092786104703
,13964,,,0.40818858560794047,0.01435991445157348
,13970,,,0.2742710669657161,0.03548480703063466
,14004,,,0.3499168304854075,0.03520623183775313
,14006,,,0.23468931604827895,0.014810008744957545
,14025,,,0.39666666666666667,0.016221173029976332
,14027,,,0.37040559253883243,0.01970393945660403
,14057,,,0.32473179290927984,0.03331804087831424
,14082,,,0.4049441900400687,0.022094519021118527
,14092,,,0.2892253675663814,0.020956227243095416
,14098,,,0.25614137294883,0.019479848178287133
,14100,,,0.3287152633594167,0.022233010735705695
,14107,,,0.36935718617343843,0.02936268222777462
,14108,,,0.33403558052434457,0.018662474693841254
,14109,,,0.2491091674765144,0.01208492448886584
,14112,,,0.3670814326972388,0.022026931162600863
,14113,,,0.18091503267973857,0.02569243335561001
,14122,,,0.3088451572238952,0.024501429250039584
,14150,,,0.20901033973412111,0.010981051542391516
,14193,,,0.3137827451375254,0.020276857510017513
,14222,,,0.5476772616136919,0.011301715438950555
,14231,,,0.38873239436619716,0.014455667789001122
,14237,,,0.3573468740082513,0.016033262612311153
,14252,,,0.2937821280191536,0.02525974183236056
,14254,,,0.4196525515743757,0.0208442880448705
,14256,,,0.29313380281690143,0.03081146099990747
,14259,,,0.4572127139364303,0.017712526639829505
,14262,,,0.31205963764469047,0.025288610311716978
,14288,,,0.31561461794019935,0.019493463094330775
,14303,,,0.4126331526817417,0.03865410874969364
,14307,,,0.32033411504308185,0.02154396336622434
,14314,,,0.4734646194926569,0.022798502065285525
,14321,,,0.32473807256039483,0.018922052485688887
,14457,,,0.33713863337713534,0.019459356964245507
,14487,,,0.262188679245283,0.017344503579737786
,14489,,,0.32955274983950356,0.024317981291734847
,14492,,,0.34012168866423287,0.02160810259840538
,14512,,,0.43250843644544434,0.01862098189963073
,14520,,,0.1901840490797546,0.01535876612885854
,14524,,,0.32560272654514716,0.021042892444597356
,14534,,,0.29095744680851066,0.01286544205847073
,14543,,,0.23263199682413657,0.014535893238081063
,14570,,,0.33444472681067344,0.025183184879526234
,14574,,,0.3316908538643267,0.020764447749778685
,14576,,,0.2982446471382513,0.020191467272118405
,14588,,,0.29777190332326287,0.015340466926070039
,14633,,,0.2847860538827258,0.017891723708774114
,14635,,,0.33796735061365685,0.021291800322714986
,14674,,,0.3251169786096257,0.01616656002526155
,14679,,,0.3585591751521478,0.029312086443092095
,14683,,,0.32315291259354334,0.025231258198503553
,14685,,,0.32370021648740593,0.021480236054568617
,14689,,,0.30726013041453193,0.02171413053988056
,14696,,,0.3231411637931034,0.019130667081337233
,14698,,,0.34053018761154397,0.021366669306887427
,14704,,,0.24143447540327956,0.021303125477879332
,14709,,,0.17636363636363636,0.02309853788636472
,14711,,,0.2551258759408253,0.01789151336175712
,14716,,,0.6397205588822356,0.022132704149162685
,14730,,,0.3283272144190244,0.02151755899656314
,14747,,,0.36903594463093575,0.03489979806680961
,14761,,,0.41826449242899383,0.023481079830389974
,14771,,,0.34763390213120904,0.026301333547604958
,14783,,,0.36802489189869364,0.02097655883242747
,14794,,,0.2765007662069425,0.024234425731704468
,14802,,,0.2886647454370797,0.01289367544838239
,14812,,,0.31985731272294887,0.019374354788370584
,14814,,,0.34036812536960376,0.021382812481859786
,14828,,,0.2929998375832386,0.02854611051332363
,14831,,,0.3279132901298944,0.03351481245383356
,14842,,,0.32083696599825634,0.025594361821743617
,14843,,,0.41076781589828915,0.020517202807207514
,14869,,,0.3214160334096411,0.02866765256145643
,14877,,,0.3203375036368926,0.013654967133821158
,14893,,,0.3355016231509571,0.03240185742377218
,14905,,,0.501219512195122,0.01743816029530315
,14908,,,0.3450322859642053,0.028221312131040267
,14952,,,0.36907004624079465,0.017788600437492263
,14955,,,0.19367764915405164,0.028846153846153848
,14960,,,0.32694848084544254,0.022448640232196036
,14986,,,0.3586220877647132,0.02082929524396098
,15008,,,0.37791601866251945,0.024735342019543975
,15016,,,0.3693743358129649,0.02722300217145699
,15023,,,0.3831740169454703,0.030277020792652834
,15024,,,0.3639331586408351,0.020289542694974315
,15027,,,0.33127572016460904,0.01944170507376175
,15041,,,0.29784969129231426,0.01980604516174701
,15048,,,0.3229736449527598,0.017635558934535285
,15070,,,0.4245193222920236,0.017809936826636636
,15074,,,0.24748858447488584,0.019251260922071464
,15096,,,0.30893508028765637,0.019851762892974835
,15249,,,0.3037502741428467,0.02466548731404419
,15295,,,0.33052631578947367,0.01926939212710881
,15304,,,0.35597666808934414,0.02381159476284997
,15323,,,0.2771513353115727,0.021970737048299695
,15356,,,0.4034201321414691,0.01691187252553888
,15370,,,0.3111827579285428,0.023980386451105826
,15376,,,0.2978977806517734,0.02566533728853112
,15380,,,0.32877052231090526,0.019253963410203873
,15389,,,0.20436363636363636,0.0220836717051319
,15401,,,0.3099921321793863,0.019652833200319235
,15411,,,0.3434065934065934,0.024173858389537554
,15412,,,0.2959187474391289,0.020638795531912498
,15454,,,0.3928157589803013,0.017329516409365097
,15569,,,0.13140009062075214,0.008451607262553552
,15582,,,0.2939521800281294,0.016414042252414985
,15607,,,0.25977891156462585,0.020034757517132833
,15624,,,0.33507550652758933,0.020936573272447825
,15841,,,0.2665883734586025,0.029213049353323466
,15897,,,0.24538258575197888,0.013271021369198388
,15919,,,0.3372189000252674,0.022138103547802778
,15991,,,0.2981609888453422,0.034238039188534235
,16101,,,0.3419267299864315,0.040132500955535735
,16218,,,0.26512610262144365,0.020019888549074057
,16869,,,0.31703385276732937,0.014926883570308152
,,10135,,0.3523441074919922,0.023440981034115346
,,10136,,0.33450626786892457,0.02997694081475788
,,10140,,0.39344503098462247,0.030392127661686884
,,10141,,0.21757801316919553,0.020360051435919416
,,10146,,0.2481001341081806,0.0225229795264087
,,10154,,0.3296392360292384,0.01901743264659271
,,10155,,0.30748462576871155,0.032933843138514926
,,10157,,0.35879927853645965,0.021928788523015386
,,10158,,0.35162277201383346,0.022132451440053585
,,10170,,0.27253218884120173,0.03439637077662672
,,10185,,0.2867573846664454,0.026565610755382687
,,10208,,0.31250814615284356,0.02547457146904661
,,10245,,0.34130072262367983,0.03696568332329922
,,10257,,0.37901863694764043,0.024385464015767192
,,10268,,0.2817551963048499,0.025920417640452848
,,10275,,0.326060233558697,0.042593336009634684
,,10279,,0.36842917792358165,0.024027304441502348
,,10299,,0.3799037117564839,0.034365397277029516
,,10333,,0.26521739130434785,0.01815926569089556
,,10361,,0.237012987012987,0.019004477767364365
,,10372,,0.43038060638984144,0.017476135066424755
,,10397,,0.2902162682043658,0.024199183897254856
,,10408,,0.3570609957977843,0.021024021293944536
,,10409,,0.26243781094527363,0.026494224008036162
,,10423,,0.3981665055916057,0.02803810098624131
,,10431,,0.3681542391825004,0.02317188220352716
,,10434,,0.3675718948211097,0.022935815068703697
,,10466,,0.45064169526936276,0.022118254564098806
,,10469,,0.2954260089686099,0.021043486038087814
,,10529,,0.3956403746826578,0.024734465979300194
,,10551,,0.34632896983494593,0.03927199974184388
,,10558,,0.28036437246963564,0.017835297147640202
,,10561,,0.3511259382819016,0.022082234029719226
,,10577,,0.2516402933230413,0.019683613090206498
,,10581,,0.33094663225376736,0.023509859354853974
,,10599,,0.3841542230374355,0.026301239629021547
,,10617,,0.4367469879518072,0.01845135840173061
,,10620,,0.33195090986034703,0.029850519073279142
,,10627,,0.31536679536679535,0.023741793462674306
,,10631,,0.21941412981045377,0.01642763454963769
,,10666,,0.3604554865424431,0.03698825129065839
,,10676,,0.39793038570084666,0.023892635645778967
,,10685,,0.3217547420185778,0.020767940185107744
,,10693,,0.3602478183784638,0.027753142728437295
,,10713,,0.34312546338248623,0.032581835931541535
,,10721,,0.3649724562882676,0.02116417517887315
,,10728,,0.26579634464751956,0.022241157064516834
,,10731,,0.2570308898109728,0.022235960433950222
,,10732,,0.5331077815369744,0.02078520199145979
,,10739,,0.20968769917144678,0.018422599882408935
,,10747,,0.3145355366597144,0.0250349569981037
,,10754,,0.3648269410664172,0.035391805435818324
,,10779,,0.21372363865281713,0.030011049723756907
,,10781,,0.32579048388726134,0.02328200463474325
,,10785,,0.33603439722176287,0.02374414283878054
,,10792,,0.37809160805761327,0.02411171908500526
,,10800,,0.37009992918404283,0.032402776514807066
,,10821,,0.3605113022530951,0.029838153051448123
,,10849,,0.36392675950477066,0.030417886017125875
,,10868,,0.3172794712393982,0.02291642324191691
,,10874,,0.3801474554936163,0.02133677843915511
,,10918,,0.3046716316858497,0.039389032342772114
,,10926,,0.3597506678539626,0.03684786574242977
,,10967,,0.22389726409826913,0.013741818306432268
,,10980,,0.32700109649122805,0.025861994207121423
,,10990,,0.2972982100641675,0.023659462844457108
,,10994,,0.3713295408093746,0.026365165064206247
,,11003,,0.3397007553747821,0.023035550695942552
,,11013,,0.25617375781017554,0.017027251512874264
,,11027,,0.33911368015414256,0.016294284656215283
,,11042,,0.36136001717243826,0.024772518752722777
,,11049,,0.2966189856957087,0.022768106683701987
,,11057,,0.32573547662072294,0.022493314024124536
,,11066,,0.35834696709259223,0.026435971621453877
,,11067,,0.34467752733764784,0.025963219472834857
,,11076,,0.3706896551724138,0.01627202940858471
,,11092,,0.29728651237031123,0.03140809443507588
,,11097,,0.4311377245508982,0.019188439557402452
,,11109,,0.40629388254779825,0.02569883804083938
,,11111,,0.36630265210608426,0.02148517327834951
,,11122,,0.31884800655939327,0.01862829632823166
,,11140,,0.34623833058758924,0.025766996526257406
,,11146,,0.3351215063569551,0.022162305986696232
,,11150,,0.279038112522686,0.025204229392639544
,,11193,,0.35530946389003076,0.02330257010498075
,,11203,,0.29433040962112306,0.02104303640348325
,,11233,,0.21627906976744185,0.012174766813942072
,,11252,,0.34234234234234234,0.030362925270196392
,,11259,,0.3932209743677856,0.03109441613731819
,,11267,,0.3415700299844659,0.02151807700535733
,,11274,,0.3525641025641026,0.0312568306010929
,,11278,,0.3455351933379303,0.02304543563622969
,,11283,,0.2350109409190372,0.016348027277155383
,,11288,,0.29107021131561006,0.016477579686655863
,,11292,,0.35124192096620277,0.02423067885379116
,,11298,,0.368075220876415,0.01968166192275077
,,11308,,0.2688884288967088,0.02326581054215249
,,11315,,0.3752199929602253,0.013715197365035252
,,11336,,0.3572261072261072,0.03696333815726001
,,11337,,0.2920620842572062,0.021790629962943356
,,11413,,0.34571398033347583,0.02453929549575522
,,11415,,0.25276752767527677,0.02534377505087254
,,11423,,0.3676623992413466,0.025331520049880853
,,11433,,0.28385692283835845,0.02232363480765984
,,11445,,0.7833787465940054,0.03277847451829894
,,11447,,0.22955764075067023,0.014543833202403447
,,11468,,0.31222466960352424,0.024642531183449955
,,11470,,0.3282506237870807,0.049198038726834536
,,11471,,0.29112008072653883,0.016670037269234102
,,11481,,0.3888742420247825,0.02611391331597127
,,11503,,0.3479416624757526,0.019776872126166887
,,11525,,0.22927031509121062,0.022495220274173208
,,11537,,0.29203811865969875,0.019377868434472208
,,11540,,0.40514932568354145,0.026545884206380464
,,11577,,0.3087787316532816,0.025100458111500062
,,11587,,0.2521489971346705,0.018474888614150087
,,11603,,0.35051496542720373,0.031138918063278714
,,11612,,0.3020096553272707,0.024608122510028495
,,11617,,0.29227336777829965,0.0256907816644819
,,11618,,0.3897370423109164,0.019371746740357736
,,11624,,0.35457498040094076,0.026254903099007354
,,11630,,0.3599303893843811,0.03684716865162434
,,11637,,0.33860045146726864,0.024192724009858817
,,11638,,0.3635865895278594,0.028124594126051037
,,11641,,0.3009953305480462,0.026511031381398445
,,11648,,0.3505283588527065,0.030873319480164262
,,11695,,0.3077592773968876,0.02238670096972096
,,11697,,0.3982630968851662,0.022676654870047566
,,11699,,0.2842131598699024,0.028286148253280546
,,11721,,0.3972139651454217,0.02383817325787202
,,11725,,0.26191723415400736,0.014615609470914937
,,11775,,0.35446531443423274,0.02311521613399801
,,11778,,0.31507052709725314,0.023706318705871837
,,11823,,0.3522553330076535,0.02193910357179803
,,11865,,0.29375368296994697,0.02337796327994935
,,11867,,0.3215651662253604,0.027688410386320455
,,11884,,0.36342747241623646,0.03412767818102318
,,11898,,0.2596180848076383,0.02178112851926022
,,11905,,0.2934147636749867,0.02775405636208369
,,11921,,0.31714341501513227,0.02630098168201599
,,11953,,0.30166570332615206,0.028489759864225774
,,11973,,0.3195179460309143,0.025914310240784652
,,11977,,0.3099860474387084,0.02338702886084477
,,11980,,0.33904338153503893,0.025979782138047424
,,11982,,0.34824507116965786,0.02794350290501763
,,11986,,0.36280052538404434,0.023938517236259938
,,11995,,0.3302540044663657,0.02509353923154393
,,11996,,0.34822622625501504,0.025528442771316134
,,12003,,0.2964816613132143,0.028680232390091626
,,12007,,0.22704138083646824,0.024770642201834864
,,12012,,0.36702508960573477,0.01586350773552558
,,12016,,0.27172827172827174,0.0350222107770553
,,12094,,0.3692563203543089,0.027326359489798707
,,12119,,0.3951271186440678,0.023182100683654443
,,12124,,0.32313965341488277,0.025952471327245256
,,12129,,0.1928294573643411,0.017852336951646182
,,12156,,0.26980169971671386,0.028840330434361298
,,12173,,0.3828059830012647,0.03652153821609915
,,12177,,0.3190338860850757,0.01587273118588134
,,12191,,0.3811970263743548,0.03139996125628448
,,12197,,0.3931396365756486,0.0203760539815851
,,12206,,0.3636104106199743,0.028291129868206723
,,12217,,0.32445740611593654,0.02468617699504926
,,12223,,0.33454786353097055,0.02555603350117659
,,12244,,0.35080645161290325,0.02343876286437847
,,12250,,0.33986928104575165,0.017912504305890458
,,12255,,0.32095055995629607,0.01742806288935034
,,12264,,0.3179978311985312,0.022354797690326274
,,12265,,0.31861063464837047,0.02340821020131691
,,12266,,0.33303132435365873,0.02221267816395869
,,12278,,0.3721515974852746,0.025143673347974235
,,12280,,0.3193582648554978,0.02563642319618393
,,12323,,0.32087033286597083,0.02609121580251918
,,12335,,0.24554102259215219,0.019460478265991284
